Time (s),Depth (m),Pitch (deg)
278.50,-5.3763,1.7516
278.60,-5.3685,1.7836
278.70,-5.3608,1.8375
278.80,-5.3530,1.9130
278.90,-5.3453,2.0095
279.00,-5.3375,2.1253
279.10,-5.3297,2.2582
279.20,-5.3219,2.4061
279.30,-5.3140,2.5668
279.40,-5.3060,2.7382
279.50,-5.2980,2.9179
279.60,-5.2898,3.1032
279.70,-5.2816,3.2914
279.80,-5.2732,3.4794
279.90,-5.2647,3.6646
280.00,-5.2561,3.8441
280.10,-5.2474,4.0152
280.20,-5.2385,4.1758
280.30,-5.2295,4.3237
280.40,-5.2203,4.4568
280.50,-5.2110,4.5729
280.60,-5.2016,4.6699
280.70,-5.1921,4.7464
280.80,-5.1825,4.8019
280.90,-5.1728,4.8358
281.00,-5.1630,4.8477
281.10,-5.1531,4.8371
281.20,-5.1432,4.8036
281.30,-5.1332,4.7478
281.40,-5.1233,4.6710
281.50,-5.1133,4.5745
281.60,-5.1033,4.4598
281.70,-5.0934,4.3281
281.80,-5.0835,4.1810
281.90,-5.0737,4.0206
282.00,-5.0640,3.8497
282.10,-5.0544,3.6707
282.20,-5.0448,3.4862
282.30,-5.0354,3.2990
282.40,-5.0261,3.1115
282.50,-5.0169,2.9264
282.60,-5.0079,2.7465
282.70,-4.9989,2.5743
282.80,-4.9902,2.4125
282.90,-4.9815,2.2638
283.00,-4.9730,2.1305
283.10,-4.9646,2.0142
283.20,-4.9563,1.9164
283.30,-4.9482,1.8384
283.40,-4.9401,1.7817
283.50,-4.9321,1.7478
283.60,-4.9242,1.7372
283.70,-4.9164,1.7497
283.80,-4.9086,1.7845
283.90,-4.9008,1.8412
284.00,-4.8931,1.9193
284.10,-4.8853,2.0181
284.20,-4.8776,2.1362
284.30,-4.8698,2.2714
284.40,-4.8619,2.4215
284.50,-4.8540,2.5840
284.60,-4.8461,2.7569
284.70,-4.8380,2.9378
284.80,-4.8299,3.1241
284.90,-4.8216,3.3128
285.00,-4.8132,3.5012
285.10,-4.8047,3.6865
285.20,-4.7961,3.8657
285.30,-4.7873,4.0363
285.40,-4.7784,4.1958
285.50,-4.7694,4.3424
285.60,-4.7602,4.4739
285.70,-4.7509,4.5883
285.80,-4.7415,4.6835
285.90,-4.7320,4.7579
286.00,-4.7223,4.8109
286.10,-4.7126,4.8422
286.20,-4.7028,4.8515
286.30,-4.6929,4.8383
286.40,-4.6830,4.8023
286.50,-4.6730,4.7439
286.60,-4.6631,4.6645
286.70,-4.6531,4.5654
286.80,-4.6431,4.4482
286.90,-4.6332,4.3144
287.00,-4.6233,4.1654
287.10,-4.6135,4.0033
287.20,-4.6038,3.8308
287.30,-4.5942,3.6505
287.40,-4.5847,3.4650
287.50,-4.5752,3.2771
287.60,-4.5659,3.0892
287.70,-4.5568,2.9042
287.80,-4.5477,2.7246
287.90,-4.5388,2.5530
288.00,-4.5301,2.3921
288.10,-4.5214,2.2445
288.20,-4.5129,2.1127
288.30,-4.5046,1.9982
288.40,-4.4963,1.9025
288.50,-4.4882,1.8268
288.60,-4.4801,1.7725
288.70,-4.4721,1.7409
288.80,-4.4642,1.7328
288.90,-4.4564,1.7480
289.00,-4.4486,1.7857
289.10,-4.4409,1.8452
289.20,-4.4331,1.9259
289.30,-4.4254,2.0270
289.40,-4.4176,2.1475
289.50,-4.4098,2.2849
289.60,-4.4020,2.4370
289.70,-4.3941,2.6015
289.80,-4.3861,2.7759
289.90,-4.3781,2.9579
290.00,-4.3699,3.1450
290.10,-4.3616,3.3343
290.20,-4.3532,3.5231
290.30,-4.3447,3.7083
290.40,-4.3361,3.8873
290.50,-4.3273,4.0572
290.60,-4.3184,4.2157
290.70,-4.3093,4.3609
290.80,-4.3001,4.4908
290.90,-4.2908,4.6034
291.00,-4.2814,4.6967
291.10,-4.2718,4.7691
291.20,-4.2622,4.8197
291.30,-4.2524,4.8484
291.40,-4.2426,4.8549
291.50,-4.2327,4.8391
291.60,-4.2228,4.8007
291.70,-4.2128,4.7398
291.80,-4.2029,4.6577
291.90,-4.1929,4.5560
292.00,-4.1829,4.4364
292.10,-4.1730,4.3003
292.20,-4.1632,4.1495
292.30,-4.1534,3.9858
292.40,-4.1436,3.8118
292.50,-4.1340,3.6302
292.60,-4.1245,3.4437
292.70,-4.1151,3.2550
292.80,-4.1058,3.0669
292.90,-4.0967,2.8820
293.00,-4.0876,2.7028
293.10,-4.0788,2.5319
293.20,-4.0700,2.3719
293.30,-4.0614,2.2255
293.40,-4.0529,2.0950
293.50,-4.0445,1.9824
293.60,-4.0363,1.8888
293.70,-4.0282,1.8155
293.80,-4.0201,1.7636
293.90,-4.0122,1.7344
294.00,-4.0043,1.7288
294.10,-3.9965,1.7466
294.20,-3.9887,1.7872
294.30,-3.9809,1.8495
294.40,-3.9732,1.9329
294.50,-3.9655,2.0364
294.60,-3.9577,2.1590
294.70,-3.9499,2.2986
294.80,-3.9421,2.4528
294.90,-3.9342,2.6191
295.00,-3.9262,2.7951
295.10,-3.9181,2.9783
295.20,-3.9099,3.1662
295.30,-3.9016,3.3560
295.40,-3.8932,3.5449
295.50,-3.8847,3.7301
295.60,-3.8760,3.9088
295.70,-3.8672,4.0781
295.80,-3.8583,4.2356
295.90,-3.8492,4.3793
296.00,-3.8400,4.5075
296.10,-3.8307,4.6182
296.20,-3.8213,4.7096
296.30,-3.8117,4.7799
296.40,-3.8020,4.8282
296.50,-3.7923,4.8542
296.60,-3.7825,4.8580
296.70,-3.7726,4.8395
296.80,-3.7626,4.7986
296.90,-3.7527,4.7352
297.00,-3.7427,4.6506
297.10,-3.7327,4.5464
297.20,-3.7227,4.4243
297.30,-3.7128,4.2860
297.40,-3.7030,4.1333
297.50,-3.6932,3.9680
297.60,-3.6835,3.7925
297.70,-3.6739,3.6097
297.80,-3.6643,3.4223
297.90,-3.6549,3.2330
298.00,-3.6457,3.0445
298.10,-3.6365,2.8597
298.20,-3.6275,2.6809
298.30,-3.6187,2.5108
298.40,-3.6099,2.3518
298.50,-3.6013,2.2066
298.60,-3.5929,2.0775
298.70,-3.5845,1.9667
298.80,-3.5763,1.8753
298.90,-3.5682,1.8044
299.00,-3.5602,1.7550
299.10,-3.5522,1.7282
299.20,-3.5443,1.7250
299.30,-3.5365,1.7455
299.40,-3.5287,1.7889
299.50,-3.5210,1.8541
299.60,-3.5133,1.9401
299.70,-3.5055,2.0461
299.80,-3.4978,2.1709
299.90,-3.4900,2.3126
300.00,-3.4821,2.4688
300.10,-3.4742,2.6369
300.20,-3.4662,2.8144
300.30,-3.4581,2.9987
300.40,-3.4500,3.1874
300.50,-3.4417,3.3777
300.60,-3.4332,3.5668
300.70,-3.4247,3.7519
300.80,-3.4160,3.9302
300.90,-3.4072,4.0989
301.00,-3.3983,4.2553
301.10,-3.3892,4.3977
301.20,-3.3800,4.5241
301.30,-3.3706,4.6329
301.40,-3.3611,4.7223
301.50,-3.3516,4.7906
301.60,-3.3419,4.8365
301.70,-3.3321,4.8599
301.80,-3.3223,4.8610
301.90,-3.3124,4.8397
302.00,-3.3024,4.7961
302.10,-3.2925,4.7304
302.20,-3.2825,4.6433
302.30,-3.2725,4.5365
302.40,-3.2626,4.4120
302.50,-3.2526,4.2715
302.60,-3.2428,4.1169
302.70,-3.2330,3.9500
302.80,-3.2233,3.7731
302.90,-3.2137,3.5891
303.00,-3.2042,3.4008
303.10,-3.1948,3.2108
303.20,-3.1856,3.0221
303.30,-3.1764,2.8373
303.40,-3.1674,2.6590
303.50,-3.1586,2.4897
303.60,-3.1499,2.3318
303.70,-3.1413,2.1878
303.80,-3.1328,2.0602
303.90,-3.1245,1.9512
304.00,-3.1163,1.8620
304.10,-3.1082,1.7935
304.20,-3.1002,1.7466
304.30,-3.0922,1.7223
304.40,-3.0844,1.7216
304.50,-3.0766,1.7447
304.60,-3.0688,1.7908
304.70,-3.0611,1.8588
304.80,-3.0533,1.9476
304.90,-3.0456,2.0561
305.00,-3.0378,2.1830
305.10,-3.0300,2.3268
305.20,-3.0222,2.4850
305.30,-3.0143,2.6548
305.40,-3.0063,2.8339
305.50,-2.9982,3.0194
305.60,-2.9900,3.2089
305.70,-2.9817,3.3996
305.80,-2.9732,3.5888
305.90,-2.9647,3.7737
306.00,-2.9560,3.9516
306.10,-2.9472,4.1196
306.20,-2.9382,4.2751
306.30,-2.9291,4.4160
306.40,-2.9199,4.5406
306.50,-2.9105,4.6475
306.60,-2.9010,4.7348
306.70,-2.8914,4.8009
306.80,-2.8817,4.8446
306.90,-2.8720,4.8654
307.00,-2.8621,4.8637
307.10,-2.8522,4.8396
307.20,-2.8423,4.7934
307.30,-2.8323,4.7252
307.40,-2.8223,4.6357
307.50,-2.8123,4.5264
307.60,-2.8024,4.3995
307.70,-2.7924,4.2568
307.80,-2.7826,4.1002
307.90,-2.7728,3.9317
308.00,-2.7631,3.7535
308.10,-2.7535,3.5684
308.20,-2.7440,3.3792
308.30,-2.7347,3.1886
308.40,-2.7254,2.9996
308.50,-2.7163,2.8148
308.60,-2.7073,2.6370
308.70,-2.6985,2.4686
308.80,-2.6898,2.3118
308.90,-2.6812,2.1692
309.00,-2.6728,2.0431
309.10,-2.6645,1.9358
309.20,-2.6563,1.8487
309.30,-2.6482,1.7826
309.40,-2.6402,1.7384
309.50,-2.6323,1.7167
309.60,-2.6244,1.7185
309.70,-2.6166,1.7441
309.80,-2.6088,1.7930
309.90,-2.6011,1.8638
310.00,-2.5934,1.9554
310.10,-2.5856,2.0663
310.20,-2.5779,2.1955
310.30,-2.5701,2.3413
310.40,-2.5622,2.5014
310.50,-2.5543,2.6730
310.60,-2.5463,2.8535
310.70,-2.5382,3.0402
310.80,-2.5300,3.2304
310.90,-2.5217,3.4216
311.00,-2.5132,3.6109
311.10,-2.5046,3.7956
311.20,-2.4959,3.9730
311.30,-2.4871,4.1402
311.40,-2.4781,4.2947
311.50,-2.4690,4.4342
311.60,-2.4598,4.5571
311.70,-2.4504,4.6619
311.80,-2.4409,4.7470
311.90,-2.4313,4.8110
312.00,-2.4216,4.8524
312.10,-2.4118,4.8707
312.20,-2.4019,4.8662
312.30,-2.3920,4.8393
312.40,-2.3820,4.7904
312.50,-2.3721,4.7197
312.60,-2.3621,4.6278
312.70,-2.3521,4.5161
312.80,-2.3421,4.3868
312.90,-2.3322,4.2418
313.00,-2.3224,4.0833
313.10,-2.3126,3.9132
313.20,-2.3029,3.7337
313.30,-2.2933,3.5475
313.40,-2.2839,3.3574
313.50,-2.2745,3.1663
313.60,-2.2653,2.9770
313.70,-2.2562,2.7924
313.80,-2.2472,2.6151
313.90,-2.2384,2.4475
314.00,-2.2297,2.2919
314.10,-2.2212,2.1507
314.20,-2.2127,2.0261
314.30,-2.2044,1.9205
314.40,-2.1963,1.8355
314.50,-2.1882,1.7720
314.60,-2.1802,1.7303
314.70,-2.1723,1.7114
314.80,-2.1644,1.7157
314.90,-2.1566,1.7438
315.00,-2.1489,1.7954
315.10,-2.1412,1.8690
315.20,-2.1334,1.9633
315.30,-2.1257,2.0768
315.40,-2.1179,2.2082
315.50,-2.1101,2.3560
315.60,-2.1023,2.5179
315.70,-2.0943,2.6912
315.80,-2.0863,2.8732
315.90,-2.0782,3.0611
316.00,-2.0700,3.2521
316.10,-2.0617,3.4437
316.20,-2.0532,3.6331
316.30,-2.0446,3.8175
316.40,-2.0359,3.9943
316.50,-2.0270,4.1608
316.60,-2.0180,4.3143
316.70,-2.0089,4.4524
316.80,-1.9996,4.5735
316.90,-1.9902,4.6762
317.00,-1.9807,4.7591
317.10,-1.9711,4.8209
317.20,-1.9614,4.8600
317.30,-1.9516,4.8758
317.40,-1.9417,4.8686
317.50,-1.9318,4.8389
317.60,-1.9218,4.7871
317.70,-1.9118,4.7139
317.80,-1.9019,4.6196
317.90,-1.8919,4.5056
318.00,-1.8819,4.3739
318.10,-1.8720,4.2267
318.20,-1.8622,4.0662
318.30,-1.8524,3.8945
318.40,-1.8427,3.7137
318.50,-1.8332,3.5264
318.60,-1.8237,3.3356
318.70,-1.8144,3.1440
318.80,-1.8051,2.9545
318.90,-1.7961,2.7699
319.00,-1.7871,2.5930
319.10,-1.7783,2.4263
319.20,-1.7696,2.2720
319.30,-1.7611,2.1322
319.40,-1.7527,2.0093
319.50,-1.7444,1.9055
319.60,-1.7362,1.8226
319.70,-1.7282,1.7614
319.80,-1.7202,1.7225
319.90,-1.7123,1.7062
320.00,-1.7044,1.7132
320.10,-1.6967,1.7438
320.20,-1.6889,1.7980
320.30,-1.6812,1.8744
320.40,-1.6735,1.9714
320.50,-1.6657,2.0876
320.60,-1.6580,2.2213
320.70,-1.6502,2.3711
320.80,-1.6423,2.5348
320.90,-1.6344,2.7097
321.00,-1.6263,2.8931
321.10,-1.6182,3.0821
321.20,-1.6100,3.2740
321.30,-1.6016,3.4659
321.40,-1.5932,3.6553
321.50,-1.5846,3.8394
321.60,-1.5758,4.0156
321.70,-1.5670,4.1813
321.80,-1.5579,4.3337
321.90,-1.5488,4.4705
322.00,-1.5395,4.5898
322.10,-1.5301,4.6904
322.20,-1.5206,4.7711
322.30,-1.5109,4.8305
322.40,-1.5012,4.8673
322.50,-1.4914,4.8806
322.60,-1.4815,4.8707
322.70,-1.4716,4.8382
322.80,-1.4616,4.7836
322.90,-1.4516,4.7077
323.00,-1.4416,4.6111
323.10,-1.4316,4.4948
323.20,-1.4217,4.3608
323.30,-1.4118,4.2115
323.40,-1.4020,4.0491
323.50,-1.3922,3.8757
323.60,-1.3825,3.6937
323.70,-1.3730,3.5055
323.80,-1.3635,3.3140
323.90,-1.3542,3.1219
324.00,-1.3450,2.9322
324.10,-1.3359,2.7477
324.20,-1.3270,2.5712
324.30,-1.3182,2.4054
324.40,-1.3095,2.2522
324.50,-1.3010,2.1139
324.60,-1.2926,1.9926
324.70,-1.2843,1.8904
324.80,-1.2762,1.8093
324.90,-1.2681,1.7504
325.00,-1.2602,1.7140
325.10,-1.2523,1.7004
325.20,-1.2444,1.7100
325.30,-1.2367,1.7430
325.40,-1.2289,1.7995
325.50,-1.2212,1.8785
325.60,-1.2135,1.9782
325.70,-1.2058,2.0969
325.80,-1.1980,2.2329
325.90,-1.1902,2.3845
326.00,-1.1823,2.5500
326.10,-1.1744,2.7265
326.20,-1.1663,2.9113
326.30,-1.1582,3.1015
326.40,-1.1500,3.2943
326.50,-1.1416,3.4869
326.60,-1.1331,3.6765
326.70,-1.1245,3.8604
326.80,-1.1158,4.0362
326.90,-1.1069,4.2013
327.00,-1.0978,4.3529
327.10,-1.0887,4.4887
327.20,-1.0794,4.6067
327.30,-1.0700,4.7055
327.40,-1.0604,4.7841
327.50,-1.0508,4.8414
327.60,-1.0410,4.8762
327.70,-1.0312,4.8875
327.80,-1.0213,4.8752
327.90,-1.0114,4.8400
328.00,-1.0014,4.7827
328.10,-0.9914,4.7043
328.20,-0.9814,4.6055
328.30,-0.9714,4.4872
328.40,-0.9615,4.3512
328.50,-0.9516,4.1999
328.60,-0.9417,4.0357
328.70,-0.9320,3.8607
328.80,-0.9223,3.6775
328.90,-0.9127,3.4883
329.00,-0.9033,3.2958
329.10,-0.8940,3.1030
329.20,-0.8848,2.9127
329.30,-0.8757,2.7277
329.40,-0.8668,2.5509
329.50,-0.8580,2.3851
329.60,-0.8494,2.2323
329.70,-0.8409,2.0947
329.80,-0.8325,1.9741
329.90,-0.8242,1.8725
330.00,-0.8161,1.7919
330.10,-0.8080,1.7340
330.20,-0.8001,1.6991
330.30,-0.7922,1.6873
330.40,-0.7844,1.6986
330.50,-0.7766,1.7331
330.60,-0.7689,1.7908
330.70,-0.7612,1.8713
330.80,-0.7535,1.9730
330.90,-0.7457,2.0939
331.00,-0.7380,2.2322
331.10,-0.7302,2.3858
331.20,-0.7223,2.5528
331.30,-0.7144,2.7311
331.40,-0.7063,2.9178
331.50,-0.6982,3.1100
331.60,-0.6900,3.3048
331.70,-0.6816,3.4993
331.80,-0.6731,3.6906
331.90,-0.6645,3.8759
332.00,-0.6558,4.0528
332.10,-0.6469,4.2188
332.20,-0.6378,4.3716
332.30,-0.6287,4.5088
332.40,-0.6194,4.6278
332.50,-0.6099,4.7270
332.60,-0.6004,4.8054
332.70,-0.5907,4.8624
332.80,-0.5810,4.8969
332.90,-0.5711,4.9084
333.00,-0.5612,4.8960
333.10,-0.5513,4.8597
333.20,-0.5413,4.8008
333.30,-0.5313,4.7204
333.40,-0.5212,4.6197
333.50,-0.5112,4.4998
333.60,-0.5013,4.3619
333.70,-0.4914,4.2080
333.80,-0.4815,4.0406
333.90,-0.4717,3.8623
334.00,-0.4621,3.6757
334.10,-0.4525,3.4835
334.20,-0.4431,3.2882
334.30,-0.4337,3.0926
334.40,-0.4245,2.8995
334.50,-0.4155,2.7118
334.60,-0.4066,2.5322
334.70,-0.3978,2.3636
334.80,-0.3892,2.2088
334.90,-0.3807,2.0698
335.00,-0.3723,1.9483
335.10,-0.3640,1.8460
335.20,-0.3559,1.7645
335.30,-0.3479,1.7055
335.40,-0.3399,1.6704
335.50,-0.3321,1.6596
335.60,-0.3243,1.6724
335.70,-0.3165,1.7087
335.80,-0.3088,1.7678
335.90,-0.3011,1.8496
336.00,-0.2934,1.9532
336.10,-0.2857,2.0769
336.20,-0.2780,2.2184
336.30,-0.2702,2.3754
336.40,-0.2623,2.5456
336.50,-0.2544,2.7267
336.60,-0.2464,2.9164
336.70,-0.2383,3.1117
336.80,-0.2300,3.3098
336.90,-0.2217,3.5076
337.00,-0.2132,3.7022
337.10,-0.2046,3.8905
337.20,-0.1958,4.0698
337.30,-0.1869,4.2378
337.40,-0.1779,4.3923
337.50,-0.1687,4.5310
337.60,-0.1594,4.6519
337.70,-0.1500,4.7527
337.80,-0.1404,4.8317
337.90,-0.1307,4.8883
338.00,-0.1209,4.9221
338.10,-0.1111,4.9328
338.20,-0.1012,4.9199
338.30,-0.0912,4.8831
338.40,-0.0812,4.8226
338.50,-0.0711,4.7397
338.60,-0.0611,4.6362
338.70,-0.0511,4.5135
338.80,-0.0411,4.3732
338.90,-0.0312,4.2168
339.00,-0.0213,4.0464
339.10,-0.0115,3.8648
339.20,-0.0019,3.6747
339.30,0.0077,3.4789
339.40,0.0172,3.2804
339.50,0.0265,3.0817
339.60,0.0357,2.8859
339.70,0.0447,2.6955
339.80,0.0537,2.5134
339.90,0.0624,2.3422
340.00,0.0711,2.1848
340.10,0.0795,2.0438
340.20,0.0879,1.9212
340.30,0.0961,1.8184
340.40,0.1043,1.7367
340.50,0.1123,1.6773
340.60,0.1202,1.6416
340.70,0.1280,1.6308
340.80,0.1358,1.6449
340.90,0.1435,1.6831
341.00,0.1512,1.7445
341.10,0.1589,1.8283
341.20,0.1666,1.9336
341.30,0.1743,2.0594
341.40,0.1820,2.2038
341.50,0.1898,2.3642
341.60,0.1976,2.5380
341.70,0.2055,2.7226
341.80,0.2135,2.9154
341.90,0.2216,3.1138
342.00,0.2299,3.3149
342.10,0.2382,3.5158
342.20,0.2467,3.7135
342.30,0.2553,3.9049
342.40,0.2641,4.0872
342.50,0.2730,4.2575
342.60,0.2820,4.4136
342.70,0.2912,4.5537
342.80,0.3006,4.6757
342.90,0.3100,4.7778
343.00,0.3196,4.8582
343.10,0.3293,4.9151
343.20,0.3391,4.9483
343.30,0.3489,4.9578
343.40,0.3589,4.9437
343.50,0.3689,4.9059
343.60,0.3789,4.8444
343.70,0.3890,4.7598
343.80,0.3990,4.6536
343.90,0.4091,4.5278
344.00,0.4191,4.3844
344.10,0.4290,4.2251
344.20,0.4389,4.0521
344.30,0.4487,3.8674
344.40,0.4584,3.6740
344.50,0.4679,3.4747
344.60,0.4774,3.2726
344.70,0.4867,3.0706
344.80,0.4959,2.8716
344.90,0.5050,2.6786
345.00,0.5139,2.4941
345.10,0.5226,2.3207
345.20,0.5313,2.1610
345.30,0.5397,2.0176
345.40,0.5481,1.8932
345.50,0.5563,1.7895
345.60,0.5644,1.7077
345.70,0.5724,1.6486
345.80,0.5803,1.6131
345.90,0.5882,1.6021
346.00,0.5959,1.6165
346.10,0.6036,1.6562
346.20,0.6113,1.7199
346.30,0.6190,1.8063
346.40,0.6266,1.9142
346.50,0.6343,2.0422
346.60,0.6420,2.1889
346.70,0.6498,2.3523
346.80,0.6576,2.5296
346.90,0.6655,2.7179
347.00,0.6735,2.9143
347.10,0.6816,3.1161
347.20,0.6898,3.3204
347.30,0.6981,3.5243
347.40,0.7066,3.7248
347.50,0.7152,3.9192
347.60,0.7240,4.1044
347.70,0.7329,4.2776
347.80,0.7420,4.4360
347.90,0.7512,4.5774
348.00,0.7605,4.7003
348.10,0.7700,4.8031
348.20,0.7796,4.8843
348.30,0.7893,4.9423
348.40,0.7991,4.9757
348.50,0.8090,4.9842
348.60,0.8189,4.9685
348.70,0.8290,4.9289
348.80,0.8390,4.8659
348.90,0.8491,4.7800
349.00,0.8592,4.6718
349.10,0.8692,4.5432
349.20,0.8792,4.3964
349.30,0.8892,4.2337
349.40,0.8991,4.0574
349.50,0.9089,3.8698
349.60,0.9186,3.6733
349.70,0.9282,3.4707
349.80,0.9376,3.2651
349.90,0.9470,3.0596
350.00,0.9562,2.8572
350.10,0.9652,2.6610
350.20,0.9741,2.4739
350.30,0.9829,2.2984
350.40,0.9915,2.1369
350.50,1.0000,1.9917
350.60,1.0083,1.8652
350.70,1.0165,1.7598
350.80,1.0246,1.6773
350.90,1.0326,1.6185
351.00,1.0405,1.5838
351.10,1.0483,1.5736
351.20,1.0560,1.5884
351.30,1.0637,1.6286
351.40,1.0714,1.6940
351.50,1.0790,1.7831
351.60,1.0867,1.8940
351.70,1.0943,2.0250
351.80,1.1020,2.1744
351.90,1.1097,2.3404
352.00,1.1176,2.5207
352.10,1.1254,2.7126
352.20,1.1334,2.9127
352.30,1.1415,3.1183
352.40,1.1497,3.3261
352.50,1.1581,3.5333
352.60,1.1665,3.7367
352.70,1.1752,3.9338
352.80,1.1839,4.1216
352.90,1.1929,4.2974
353.00,1.2019,4.4585
353.10,1.2111,4.6020
353.20,1.2205,4.7261
353.30,1.2300,4.8294
353.40,1.2396,4.9108
353.50,1.2493,4.9691
353.60,1.2591,5.0030
353.70,1.2690,5.0115
353.80,1.2790,4.9946
353.90,1.2891,4.9530
354.00,1.2991,4.8878
354.10,1.3092,4.7997
354.20,1.3193,4.6898
354.30,1.3294,4.5590
354.40,1.3394,4.4092
354.50,1.3494,4.2430
354.60,1.3593,4.0631
354.70,1.3691,3.8719
354.80,1.3788,3.6721
354.90,1.3884,3.4664
355.00,1.3979,3.2575
355.10,1.4073,3.0487
355.20,1.4164,2.8429
355.30,1.4255,2.6434
355.40,1.4344,2.4532
355.50,1.4432,2.2752
355.60,1.4518,2.1119
355.70,1.4602,1.9652
355.80,1.4685,1.8374
355.90,1.4767,1.7304
356.00,1.4848,1.6464
356.10,1.4928,1.5872
356.20,1.5007,1.5531
356.30,1.5084,1.5442
356.40,1.5162,1.5603
356.50,1.5238,1.6016
356.60,1.5315,1.6679
356.70,1.5391,1.7588
356.80,1.5467,1.8725
356.90,1.5543,2.0068
357.00,1.5620,2.1597
357.10,1.5697,2.3288
357.20,1.5775,2.5121
357.30,1.5854,2.7071
357.40,1.5934,2.9108
357.50,1.6015,3.1200
357.60,1.6097,3.3316
357.70,1.6180,3.5424
357.80,1.6265,3.7492
357.90,1.6351,3.9490
358.00,1.6439,4.1392
358.10,1.6528,4.3173
358.20,1.6619,4.4806
358.30,1.6711,4.6266
358.40,1.6805,4.7527
358.50,1.6900,4.8569
358.60,1.6996,4.9384
358.70,1.7093,4.9963
358.80,1.7192,5.0300
358.90,1.7291,5.0386
359.00,1.7391,5.0213
359.10,1.7492,4.9783
359.20,1.7593,4.9107
359.30,1.7694,4.8200
359.40,1.7795,4.7075
359.50,1.7896,4.5744
359.60,1.7996,4.4222
359.70,1.8096,4.2529
359.80,1.8195,4.0693
359.90,1.8294,3.8744
360.00,1.8391,3.6708
360.10,1.8487,3.4616
360.20,1.8582,3.2495
360.30,1.8675,3.0374
360.40,1.8767,2.8286
360.50,1.8858,2.6259
360.60,1.8947,2.4326
360.70,1.9034,2.2515
360.80,1.9120,2.0858
360.90,1.9205,1.9376
361.00,1.9288,1.8087
361.10,1.9370,1.7009
361.20,1.9450,1.6160
361.30,1.9530,1.5555
361.40,1.9608,1.5212
361.50,1.9686,1.5133
361.60,1.9763,1.5311
361.70,1.9839,1.5743
361.80,1.9916,1.6423
361.90,1.9992,1.7345
362.00,2.0068,1.8503
362.10,2.0144,1.9877
362.20,2.0220,2.1440
362.30,2.0297,2.3169
362.40,2.0375,2.5037
362.50,2.0454,2.7019
362.60,2.0533,2.9089
362.70,2.0614,3.1216
362.80,2.0696,3.3367
362.90,2.0780,3.5511
363.00,2.0864,3.7616
363.10,2.0950,3.9648
363.20,2.1038,4.1577
363.30,2.1127,4.3379
363.40,2.1218,4.5030
363.50,2.1311,4.6508
363.60,2.1404,4.7789
363.70,2.1499,4.8849
363.80,2.1596,4.9671
363.90,2.1693,5.0248
364.00,2.1792,5.0577
364.10,2.1892,5.0654
364.20,2.1992,5.0476
364.30,2.2093,5.0039
364.40,2.2194,4.9347
364.50,2.2295,4.8414
364.60,2.2397,4.7258
364.70,2.2498,4.5896
364.80,2.2598,4.4347
364.90,2.2698,4.2627
365.00,2.2798,4.0759
365.10,2.2896,3.8773
365.20,2.2994,3.6699
365.30,2.3090,3.4567
365.40,2.3185,3.2409
365.50,2.3278,3.0256
365.60,2.3370,2.8136
365.70,2.3461,2.6081
365.80,2.3550,2.4119
365.90,2.3637,2.2280
366.00,2.3723,2.0593
366.10,2.3807,1.9088
366.20,2.3890,1.7787
366.30,2.3972,1.6704
366.40,2.4052,1.5851
366.50,2.4132,1.5243
366.60,2.4210,1.4892
366.70,2.4287,1.4813
366.80,2.4364,1.5004
366.90,2.4441,1.5457
367.00,2.4516,1.6161
367.10,2.4592,1.7107
367.20,2.4668,1.8283
367.30,2.4744,1.9680
367.40,2.4821,2.1275
367.50,2.4897,2.3040
367.60,2.4975,2.4948
367.70,2.5054,2.6968
367.80,2.5133,2.9073
367.90,2.5214,3.1234
368.00,2.5296,3.3419
368.10,2.5379,3.5598
368.20,2.5464,3.7736
368.30,2.5550,3.9803
368.40,2.5638,4.1766
368.50,2.5727,4.3594
368.60,2.5818,4.5264
368.70,2.5910,4.6756
368.80,2.6004,4.8050
368.90,2.6099,4.9125
369.00,2.6196,4.9962
369.10,2.6294,5.0544
369.20,2.6393,5.0867
369.30,2.6492,5.0931
369.40,2.6593,5.0739
369.50,2.6694,5.0292
369.60,2.6795,4.9589
369.70,2.6897,4.8637
369.80,2.6998,4.7452
369.90,2.7100,4.6057
370.00,2.7201,4.4474
370.10,2.7301,4.2722
370.20,2.7400,4.0824
370.30,2.7499,3.8805
370.40,2.7596,3.6694
370.50,2.7693,3.4523
370.60,2.7788,3.2326
370.70,2.7881,3.0135
370.80,2.7973,2.7981
370.90,2.8064,2.5895
371.00,2.8152,2.3907
371.10,2.8240,2.2043
371.20,2.8326,2.0331
371.30,2.8410,1.8800
371.40,2.8493,1.7477
371.50,2.8574,1.6383
371.60,2.8655,1.5529
371.70,2.8734,1.4923
371.80,2.8812,1.4575
371.90,2.8889,1.4493
372.00,2.8966,1.4687
372.10,2.9042,1.5155
372.20,2.9118,1.5884
372.30,2.9193,1.6859
372.40,2.9269,1.8064
372.50,2.9345,1.9484
372.60,2.9421,2.1105
372.70,2.9498,2.2904
372.80,2.9575,2.4849
372.90,2.9653,2.6910
373.00,2.9733,2.9056
373.10,2.9813,3.1255
373.20,2.9895,3.3475
373.30,2.9979,3.5687
373.40,3.0063,3.7857
373.50,3.0149,3.9956
373.60,3.0237,4.1952
373.70,3.0327,4.3813
373.80,3.0418,4.5508
373.90,3.0510,4.7016
